camis,dba,boro,building,street,zipcode,phone,inspection_date,critical_flag,record_date,latitude,longitude,community_board,council_district,census_tract,bin,bbl,nta,location,:@computed_region_f5dn_yrer,:@computed_region_yeji_bk3q,:@computed_region_sbqj_enih,:@computed_region_92fq_4b7q,cuisine_description,action,violation_code,violation_description,score,grade,grade_date,inspection_type
50139330,BURP BOWL,Manhattan,246,EAST   45 STREET,10017,6462401403,2025-10-14T00:00:00.000,Not Critical,2026-05-07T06:00:13.000,40.752227190213,-73.971977414528,106,04,009000,1037576,1013180030,MN19,"{'type': 'Point', 'coordinates': [-73.971977414528, 40.752227190213]}",71,4,9,51,Chinese,Violations were cited in the following area(s).,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",29,,,Cycle Inspection / Initial Inspection
50007352,CHAMBERS,Manhattan,94,CHAMBERS STREET,10007,2125803572,2022-07-26T00:00:00.000,Critical,2026-05-07T06:00:13.000,40.714640824232,-74.007362405874,101,01,002100,1001468,1001350019,MN24,"{'type': 'Point', 'coordinates': [-74.007362405874, 40.714640824232]}",56,4,1,32,American,Violations were cited in the following area(s).,06A,Personal cleanliness is inadequate. Outer garment soiled with possible contaminant. Effective hair restraint not worn where required.  Jewelry is worn on hands or arms.  Fingernail polish worn or fingernails not kept clean and trimmed.,29,,,Cycle Inspection / Initial Inspection
50109176,RINCON LATINO,Queens,39-12,103 STREET,11368,7185655888,2023-05-03T00:00:00.000,Critical,2026-05-07T06:00:13.000,40.750471799807,-73.86301990315,403,21,040700,4044367,4017700036,QN26,"{'type': 'Point', 'coordinates': [-73.86301990315, 40.750471799807]}",65,3,73,21,Latin American,Violations were cited in the following area(s).,02G,Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.,44,,,Cycle Inspection / Initial Inspection
50067708,MY PIE,Manhattan,690,LEXINGTON AVENUE,10022,9173710000,2024-07-25T00:00:00.000,Not Critical,2026-05-07T06:00:13.000,40.760633717758,-73.969353182058,105,04,011203,1036890,1013110058,MN19,"{'type': 'Point', 'coordinates': [-73.969353182058, 40.760633717758]}",11,4,10,51,Pizza,Violations were cited in the following area(s).,08C,"Pesticide not properly labeled or used by unlicensed individual. Pesticide, other toxic chemical improperly used/stored. Unprotected, unlocked bait station used.",38,,,Cycle Inspection / Initial Inspection
50040013,SILVER STAR ROTI SHOP,Queens,124-30,ROCKAWAY BOULEVARD,11420,7188801298,2025-05-15T00:00:00.000,Critical,2026-05-07T06:00:13.000,40.675366939234,-73.812800302415,410,28,084000,4254669,4117460047,QN55,"{'type': 'Point', 'coordinates': [-73.812800302415, 40.675366939234]}",62,3,64,46,Caribbean,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,48,,,Cycle Inspection / Initial Inspection
50078037,TOKUYAMA CAFE,Manhattan,627,EAST    6 STREET,10009,2123881276,2024-12-03T00:00:00.000,Not Critical,2026-05-07T06:00:13.000,40.723935896017,-73.980294418642,103,02,002602,1004695,1003890047,MN28,"{'type': 'Point', 'coordinates': [-73.980294418642, 40.723935896017]}",70,4,5,50,Japanese,Violations were cited in the following area(s).,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",12,A,2024-12-03T00:00:00.000,Cycle Inspection / Initial Inspection
41233476,BOQUERIA,Manhattan,53,WEST   19 STREET,10011,2122554160,2024-06-25T00:00:00.000,Not Critical,2026-05-07T06:00:13.000,40.739793885455,-73.993046186801,105,03,005400,1015462,1008210011,MN13,"{'type': 'Point', 'coordinates': [-73.993046186801, 40.739793885455]}",11,4,7,10,Spanish,Violations were cited in the following area(s).,10G,"Dishwashing and ware washing: Cleaning and sanitizing of tableware, including dishes, utensils, and equipment deficient.",35,,,Cycle Inspection / Initial Inspection
50070016,STARBUCKS (Fordham University),Bronx,441,EAST FORDHAM ROAD,10458,7188170939,2025-02-20T00:00:00.000,Not Critical,2026-05-07T06:00:13.000,40.860726736162,-73.889533661913,206,15,039700,2102025,2032730001,BX06,"{'type': 'Point', 'coordinates': [-73.889533661913, 40.860726736162]}",35,5,31,22,Coffee/Tea,Violations were cited in the following area(s).,10B,Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.,5,A,2025-02-20T00:00:00.000,Cycle Inspection / Initial Inspection
50128562,FRANKIE'S RESTAURANT,Bronx,2376,ARTHUR AVENUE,10458,9294246981,2026-01-21T00:00:00.000,Not Critical,2026-05-07T06:00:13.000,40.855043633121,-73.88797788497,206,15,039100,2012137,2030730038,BX06,"{'type': 'Point', 'coordinates': [-73.88797788497, 40.855043633121]}",35,5,31,22,Italian,Violations were cited in the following area(s).,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",31,N,,Cycle Inspection / Initial Inspection
50127400,HALAL BROS GRILL,Bronx,3476,JEROME AVENUE,10467,6462458243,2025-12-01T00:00:00.000,Not Critical,2026-05-07T06:00:13.000,40.882106090592,-73.881918072531,207,11,042100,2017772,2033270100,BX43,"{'type': 'Point', 'coordinates': [-73.881918072531, 40.882106090592]}",24,5,34,40,Chicken,Violations were cited in the following area(s).,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",26,B,2025-12-01T00:00:00.000,Cycle Inspection / Re-inspection
50142441,HUANG KUNG FU,Queens,136-17,39 AVENUE,11354,6462225558,2025-10-06T00:00:00.000,Critical,2026-05-07T06:00:13.000,40.760330552591,-73.82987293105,407,20,087100,4534816,4049787501,QN22,"{'type': 'Point', 'coordinates': [-73.82987293105, 40.760330552591]}",22,3,67,3,Chinese,Violations were cited in the following area(s).,05C,"Food contact surface, refillable, reusable containers, or equipment improperly constructed, placed or maintained. Unacceptable material used. Culinary sink or other acceptable method not provided for washing food.",61,Z,2025-10-06T00:00:00.000,Cycle Inspection / Re-inspection
50127950,MINT HEIGHTS,Brooklyn,368,MYRTLE AVENUE,11205,7182374008,2026-02-04T00:00:00.000,Not Critical,2026-05-07T06:00:13.000,40.693181641271,-73.971486655743,302,35,018300,3058366,3020740024,BK68,"{'type': 'Point', 'coordinates': [-73.971486655743, 40.693181641271]}",68,2,55,48,Indian,Violations were cited in the following area(s).,09A,"Swollen, leaking, rusted or otherwise damaged canned food to be returned to distributor not segregated from intact product and clearly labeled DO NOT USE",12,A,2026-02-04T00:00:00.000,Cycle Inspection / Initial Inspection
50007745,THE SMILE OF THE BEYOND,Queens,86-14,PARSONS BOULEVARD,11432,7187397453,2022-03-23T00:00:00.000,Critical,2026-05-07T06:00:13.000,40.709248717128,-73.804704524382,408,24,023600,4208204,4097270038,QN35,"{'type': 'Point', 'coordinates': [-73.804704524382, 40.709248717128]}",25,3,65,24,Vegetarian,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",12,A,2022-03-23T00:00:00.000,Cycle Inspection / Initial Inspection
50135926,AUNTIE ANNE'S/CINNABON,Bronx,2857,3 AVENUE,10455,2018955487,2023-05-26T00:00:00.000,Not Critical,2026-05-07T06:00:13.000,40.816255128927,-73.917310604049,201,17,006500,2000865,2023280039,BX34,"{'type': 'Point', 'coordinates': [-73.917310604049, 40.816255128927]}",49,5,23,43,Bagels/Pretzels,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",4,,,Pre-permit (Non-operational) / Re-inspection
41001677,PYLOS,Manhattan,128,EAST    7 STREET,10009,2124730220,2023-03-18T00:00:00.000,Critical,2026-05-07T06:00:13.000,40.72620913179,-73.983944921354,103,02,003200,1005790,1004347502,MN22,"{'type': 'Point', 'coordinates': [-73.983944921354, 40.72620913179]}",70,4,5,50,Greek,Violations were cited in the following area(s).,02B,Hot TCS food item not held at or above 140 °F.,22,,,Cycle Inspection / Initial Inspection
40869524,HARLEM BAR-B-Q / NABE HARLEM,Manhattan,2367,8 AVENUE,10027,2122221922,2023-03-22T00:00:00.000,Not Critical,2026-05-07T06:00:13.000,40.811511965176,-73.950197730266,110,09,021500,1059380,1019540029,MN03,"{'type': 'Point', 'coordinates': [-73.950197730266, 40.811511965176]}",18,4,20,36,Barbecue,Violations were cited in the following area(s).,28-01,"Nuisance created or allowed to exist. Facility not free from unsafe, hazardous, offensive or annoying condition.",,,,Administrative Miscellaneous / Initial Inspection
41563537,BENITO ONE,Manhattan,174,MULBERRY STREET,10013,2122269171,2023-01-13T00:00:00.000,Not Critical,2026-05-07T06:00:13.000,40.720237601521,-73.996926360317,102,01,004100,1006978,1004710034,MN24,"{'type': 'Point', 'coordinates': [-73.996926360317, 40.720237601521]}",57,4,2,32,Italian,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",9,A,2023-01-13T00:00:00.000,Cycle Inspection / Re-inspection
50085848,NEW GRAND WOK,Brooklyn,3510,AVENUE S,11234,7186451993,2025-01-29T00:00:00.000,Not Critical,2026-05-07T06:00:13.000,40.609361326431,-73.931912811275,318,46,065800,3240916,3085210041,BK45,"{'type': 'Point', 'coordinates': [-73.931912811275, 40.609361326431]}",5,2,38,8,Chinese,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",7,A,2025-01-29T00:00:00.000,Cycle Inspection / Re-inspection
50083599,COUSINS' PIZZA & PASTA,Bronx,3579,EAST TREMONT AVENUE,10465,7184310055,2022-04-21T00:00:00.000,Critical,2026-05-07T06:00:13.000,40.829427986841,-73.825044991173,210,13,016200,2076701,2054270095,BX52,"{'type': 'Point', 'coordinates': [-73.825044991173, 40.829427986841]}",43,5,28,12,Pizza,Establishment re-opened by DOHMH.,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",5,P,2022-04-21T00:00:00.000,Cycle Inspection / Reopening Inspection
50163734,ROUNDERS,Brooklyn,999,MANHATTAN AVENUE,11222,6468563753,2025-09-17T00:00:00.000,Critical,2026-05-07T06:00:13.000,40.733219704084,-73.954770410368,301,33,056300,3064149,3025220046,BK76,"{'type': 'Point', 'coordinates': [-73.954770410368, 40.733219704084]}",36,2,57,38,American,Violations were cited in the following area(s).,04A,Food Protection Certificate (FPC) not held by manager or supervisor of food operations.,24,,,Cycle Inspection / Initial Inspection
50110621,LA FLOR DE IZUCAR CAFE,Brooklyn,4021,5 AVENUE,11232,3475984108,2024-09-18T00:00:00.000,Not Critical,2026-05-07T06:00:13.000,40.650531263581,-74.004652473015,307,38,008800,3017966,3009170002,BK34,"{'type': 'Point', 'coordinates': [-74.004652473015, 40.650531263581]}",9,2,45,7,Spanish,Violations were cited in the following area(s).,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",42,,,Cycle Inspection / Initial Inspection
50140292,TACOS POR FAVOR,Brooklyn,8125,5 AVENUE,11209,9176000023,2025-02-25T00:00:00.000,Critical,2026-05-07T06:00:13.000,40.62480463277,-74.024535811538,310,47,013800,3151753,3059990001,BK31,"{'type': 'Point', 'coordinates': [-74.024535811538, 40.62480463277]}",10,2,41,44,Mexican,Violations were cited in the following area(s).,06F,"Wiping cloths not stored clean and dry, or in a sanitizing solution, between uses.",30,,,Cycle Inspection / Initial Inspection
50159730,8 BIT BITES,Brooklyn,967,BEDFORD AVENUE,11205,9176456213,2025-03-26T00:00:00.000,Not Critical,2026-05-07T06:00:13.000,40.691257943535,-73.955473303817,303,33,024100,3048932,3017620001,BK75,"{'type': 'Point', 'coordinates': [-73.955473303817, 40.691257943535]}",69,2,51,38,American,Violations were cited in the following area(s).,08B,"Garbage receptacle not pest or water resistant, with tight-fitting lids, and covered except while in active use. Garbage receptacle and cover not cleaned after emptying and prior to reuse. Garbage, refuse and other solid and liquid waste not collected, stored, removed and disposed of so as to prevent a nuisance.",35,,,Pre-permit (Operational) / Initial Inspection
41639187,NEW JIN BU RESTAURANT,Brooklyn,49,MOTHER GASTON BOULEVARD,11233,7184553725,2025-08-05T00:00:00.000,Critical,2026-05-07T06:00:13.000,40.679981943193,-73.908448766018,316,37,036900,3041784,3015350057,BK79,"{'type': 'Point', 'coordinates': [-73.908448766018, 40.679981943193]}",55,2,46,37,Chinese,Violations were cited in the following area(s).,02G,Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.,27,B,2025-08-05T00:00:00.000,Cycle Inspection / Re-inspection
50121620,ROCCO'S PIZZERIA,Bronx,397,BEDFORD PARK BOULEVARD,10458,7182956793,2025-04-14T00:00:00.000,Not Critical,2026-05-07T06:00:13.000,40.867409932672,-73.883741210729,207,11,041500,2016447,2032800065,BX05,"{'type': 'Point', 'coordinates': [-73.883741210729, 40.867409932672]}",24,5,34,40,Pizza,Violations were cited in the following area(s).,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",76,C,2025-04-14T00:00:00.000,Cycle Inspection / Re-inspection
50080112,FUEL RESTAURANT,Brooklyn,7004,3 AVENUE,11209,7182384546,2024-03-15T00:00:00.000,Critical,2026-05-07T06:00:13.000,40.634743067876,-74.026445423759,310,43,006800,3146334,3058860037,BK31,"{'type': 'Point', 'coordinates': [-74.026445423759, 40.634743067876]}",10,2,41,44,"Juice, Smoothies, Fruit Salads",Violations were cited in the following area(s).,04K,Evidence of rats or live rats in establishment's food or non-food areas.,25,B,2024-03-15T00:00:00.000,Cycle Inspection / Re-inspection
50107481,BAYA BAR,Brooklyn,1609,AVENUE Z,11235,6466201507,2026-04-01T00:00:00.000,Critical,2026-05-07T06:00:13.000,40.588091678486,-73.953220103416,315,48,059000,3204032,3074370044,BK17,"{'type': 'Point', 'coordinates': [-73.953220103416, 40.588091678486]}",32,2,36,15,"Juice, Smoothies, Fruit Salads",Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",11,A,2026-04-01T00:00:00.000,Cycle Inspection / Initial Inspection
50090450,"JP MORGAN CHASE BANK, CLIENT DINING ROOM",Manhattan,390,MADISON AVENUE,10017,2122722152,2023-10-03T00:00:00.000,Critical,2026-05-07T06:00:13.000,40.755730651042,-73.977151940942,105,04,009400,1035403,1012820017,MN17,"{'type': 'Point', 'coordinates': [-73.977151940942, 40.755730651042]}",11,4,10,51,American,Violations were cited in the following area(s).,02H,"After cooking or removal from hot holding, TCS food not cooled by an approved method whereby the internal temperature is reduced from 140 °F to 70 °F or less within 2 hours, and from 70 °F to 41 °F or less within 4 additional hours.",22,,,Cycle Inspection / Initial Inspection
50163265,MR. SIMI #8 KITCHEN,Brooklyn,1658,BATH AVENUE,11214,7182327539,2025-09-24T00:00:00.000,Not Critical,2026-05-07T06:00:13.000,40.605557733268,-74.008960128029,311,47,017400,3168516,3064320038,BK27,"{'type': 'Point', 'coordinates': [-74.008960128029, 40.605557733268]}",1,2,37,44,Chinese,Violations were cited in the following area(s).,09B,Thawing procedure improper.,22,,,Pre-permit (Operational) / Initial Inspection
50093334,JONGRO BBQ,Queens,155-14,ROOSEVELT AVENUE,11354,7189399330,2023-05-16T00:00:00.000,Critical,2026-05-07T06:00:13.000,40.764012309991,-73.809561152763,407,20,117100,4119346,4052750132,QN51,"{'type': 'Point', 'coordinates': [-73.809561152763, 40.764012309991]}",22,3,67,3,Korean,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,28,,,Cycle Inspection / Initial Inspection
50161753,Patrick's on the Hill,Manhattan,1627,AMSTERDAM AVENUE,10031,9175352401,2025-07-29T00:00:00.000,Critical,2026-05-07T06:00:13.000,40.822369947408,-73.949683736319,109,09,022700,1061214,1020570056,MN04,"{'type': 'Point', 'coordinates': [-73.949683736319, 40.822369947408]}",37,4,17,36,Caribbean,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",32,,,Pre-permit (Operational) / Initial Inspection
50105339,SEGUIDILLA DOMINICAN BISTRO,Manhattan,465,WEST   51 STREET,10019,9174090194,2024-04-15T00:00:00.000,Not Critical,2026-05-07T06:00:13.000,40.764839616836,-73.99021333465,104,03,013300,1026710,1010610001,MN15,"{'type': 'Point', 'coordinates': [-73.99021333465, 40.764839616836]}",12,4,10,10,Latin American,Violations were cited in the following area(s).,20-01,Food allergy information poster not conspicuously posted where food is being prepared or processed by food workers.,,,,Administrative Miscellaneous / Initial Inspection
50178509,EAST JAPANESE RESTAURANT,Manhattan,314,WEST   53 STREET,10019,6463031046,2026-04-21T00:00:00.000,Not Critical,2026-05-07T06:00:13.000,40.764454845543,-73.985448240746,104,03,013300,1025244,1010430040,MN15,"{'type': 'Point', 'coordinates': [-73.985448240746, 40.764454845543]}",12,4,10,10,Japanese,Violations were cited in the following area(s).,09C,"Design, construction, materials used or maintenance of food contact surface improper. Surface not easily cleanable, sanitized and maintained.",13,A,2026-04-21T00:00:00.000,Pre-permit (Operational) / Re-inspection
50120462,VINYL STEAKHOUSE,Manhattan,35,WEST   19 STREET,10011,6142842871,2023-08-08T00:00:00.000,Critical,2026-05-07T06:00:13.000,40.739620939697,-73.992634823167,105,03,005400,1015467,1008210020,MN13,"{'type': 'Point', 'coordinates': [-73.992634823167, 40.739620939697]}",11,4,7,10,Steakhouse,Violations were cited in the following area(s).,06C,"Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customer’s refillable, reusable container. Condiments not in single-service containers or dispensed directly by the vendor.",29,,,Pre-permit (Operational) / Initial Inspection
50038249,TOUS LES JOURS,Queens,39-02,UNION STREET,11354,7187626557,2025-11-19T00:00:00.000,Critical,2026-05-07T06:00:13.000,40.760979246861,-73.82682461303,407,20,087100,4112499,4049800041,QN22,"{'type': 'Point', 'coordinates': [-73.82682461303, 40.760979246861]}",22,3,67,3,Bakery Products/Desserts,Violations were cited in the following area(s).,02B,Hot TCS food item not held at or above 140 °F.,29,,,Cycle Inspection / Initial Inspection
50155764,ENOTECA,Manhattan,2220,FREDERICK DOUGLASS BOULEVARD,,3322658442,2026-01-30T00:00:00.000,Critical,2026-05-07T06:00:13.000,0,0,,,,,1,,,,,,,Spanish,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",11,A,2026-01-30T00:00:00.000,Pre-permit (Operational) / Initial Inspection
41624356,MOCHA HOOKAH CAFE,Brooklyn,183,ATLANTIC AVENUE,11201,7186246764,2023-01-03T00:00:00.000,Critical,2026-05-07T06:00:13.000,40.69002302789,-73.993567043591,302,33,000900,3002770,3002760011,BK09,"{'type': 'Point', 'coordinates': [-73.993567043591, 40.69002302789]}",68,2,54,38,Middle Eastern,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,9,A,2023-01-03T00:00:00.000,Cycle Inspection / Re-inspection
40814134,STARBUCKS,Manhattan,511,LEXINGTON AVENUE,10017,2124861964,2024-07-16T00:00:00.000,Not Critical,2026-05-07T06:00:13.000,40.755095757428,-73.973203417343,106,04,009200,1036219,1013020051,MN19,"{'type': 'Point', 'coordinates': [-73.973203417343, 40.755095757428]}",71,4,9,51,Coffee/Tea,Violations were cited in the following area(s).,08B,"Garbage receptacle not pest or water resistant, with tight-fitting lids, and covered except while in active use. Garbage receptacle and cover not cleaned after emptying and prior to reuse. Garbage, refuse and other solid and liquid waste not collected, stored, removed and disposed of so as to prevent a nuisance.",6,A,2024-07-16T00:00:00.000,Cycle Inspection / Initial Inspection
50073168,LET'S MEAT,Manhattan,307,5 AVENUE,10016,2128890089,2024-10-21T00:00:00.000,Not Critical,2026-05-07T06:00:13.000,40.746778632367,-73.985755272704,105,04,007400,1016982,1008610003,MN17,"{'type': 'Point', 'coordinates': [-73.985755272704, 40.746778632367]}",11,4,8,51,Korean,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",11,A,2024-10-21T00:00:00.000,Cycle Inspection / Initial Inspection
41534382,THE SUNY MARITIME U. VANDERCLUTE,Bronx,6,PENNYFIELD AVENUE,10465,7184095092,2022-02-28T00:00:00.000,Critical,2026-05-07T06:00:13.000,40.809102838289,-73.801249547633,210,13,011800,2100430,2055300050,BX52,"{'type': 'Point', 'coordinates': [-73.801249547633, 40.809102838289]}",43,5,28,12,American,Violations were cited in the following area(s).,06A,Personal cleanliness inadequate. Outer garment soiled with possible contaminant. Effective hair restraint not worn in an area where food is prepared.,13,A,2022-02-28T00:00:00.000,Cycle Inspection / Re-inspection
41539489,PICANTE PICANTE RESTAURANT,Bronx,156A,WEST  231 STREET,10463,7187087100,2024-11-19T00:00:00.000,Critical,2026-05-07T06:00:13.000,40.878225549599,-73.902992775979,208,14,027700,2016134,2032660112,BX28,"{'type': 'Point', 'coordinates': [-73.902992775979, 40.878225549599]}",48,5,33,29,Mexican,Violations were cited in the following area(s).,06F,"Wiping cloths not stored clean and dry, or in a sanitizing solution, between uses.",31,,,Cycle Inspection / Initial Inspection
40904467,BENSION KOHEN,Brooklyn,564,EAST NEW YORK AVENUE,11225,9178223897,2024-01-29T00:00:00.000,Critical,2026-05-07T06:00:13.000,40.66195798397,-73.944142697588,309,40,080600,3381387,3047930022,BK60,"{'type': 'Point', 'coordinates': [-73.944142697588, 40.66195798397]}",17,2,44,11,Jewish/Kosher,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,25,,,Cycle Inspection / Initial Inspection
41694199,LA BAGUETTE SHOP,Brooklyn,1836,ROCKAWAY PARKWAY,11236,7187584330,2022-12-29T00:00:00.000,Critical,2026-05-07T06:00:13.000,40.637480108898,-73.893810381368,318,46,101000,3232768,3082610001,BK50,"{'type': 'Point', 'coordinates': [-73.893810381368, 40.637480108898]}",5,2,42,8,Bakery Products/Desserts,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,14,B,2022-12-29T00:00:00.000,Cycle Inspection / Re-inspection
50016872,Gun Hill Post 271,Bronx,720,NEREID AVENUE,10466,7186559014,2016-10-06T00:00:00.000,Not Critical,2026-05-07T06:00:13.000,40.898152067516,-73.853566341655,212,11,043400,2069882,2050460033,BX62,"{'type': 'Point', 'coordinates': [-73.853566341655, 40.898152067516]}",29,5,30,40,American,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,21,B,2016-10-06T00:00:00.000,Cycle Inspection / Re-inspection
50123302,MANNAN BAKERY & RESTAURANT,Queens,167-15,HILLSIDE AVENUE,11432,7183743679,2025-06-10T00:00:00.000,Not Critical,2026-05-07T06:00:13.000,40.709817131424,-73.795400395359,408,24,045400,4210473,4098390003,QN35,"{'type': 'Point', 'coordinates': [-73.795400395359, 40.709817131424]}",25,3,65,24,Bangladeshi,Violations were cited in the following area(s).,10B,Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.,12,A,2025-06-10T00:00:00.000,Cycle Inspection / Re-inspection
41278885,SAKURA JAPANESE RESTAURANT,Brooklyn,3118,AVENUE U,11229,7186460666,2023-12-28T00:00:00.000,Not Critical,2026-05-07T06:00:13.000,40.602017824335,-73.934567171971,315,46,063200,3326918,3088180008,BK17,"{'type': 'Point', 'coordinates': [-73.934567171971, 40.602017824335]}",32,2,36,8,Japanese,Violations were cited in the following area(s).,10B,Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.,9,A,2023-12-28T00:00:00.000,Cycle Inspection / Initial Inspection
50156375,CHINATOWN SNACKS,Manhattan,357,GRAND STREET,10002,9178857705,2025-11-20T00:00:00.000,Not Critical,2026-05-07T06:00:13.000,40.716655196989,-73.989040829164,103,01,001401,1077604,1003110013,MN28,"{'type': 'Point', 'coordinates': [-73.989040829164, 40.716655196989]}",70,4,4,32,Asian/Asian Fusion,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",25,N,,Cycle Inspection / Initial Inspection
41011581,WOGIES,Manhattan,39,GREENWICH AVENUE,10014,2122292171,2024-09-05T00:00:00.000,Critical,2026-05-07T06:00:13.000,40.73539149439,-74.000422180686,102,03,007100,1010896,1006120065,MN23,"{'type': 'Point', 'coordinates': [-74.000422180686, 40.73539149439]}",57,4,3,10,American,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",10,A,2024-09-05T00:00:00.000,Cycle Inspection / Initial Inspection
41541736,ASIA ROMA,Manhattan,40,MULBERRY STREET,10013,2123851133,2024-05-14T00:00:00.000,Not Critical,2026-05-07T06:00:13.000,40.71483044895,-73.999614022696,103,01,002900,1001808,1001640006,MN27,"{'type': 'Point', 'coordinates': [-73.999614022696, 40.71483044895]}",70,4,2,32,American,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",12,A,2024-05-14T00:00:00.000,Cycle Inspection / Initial Inspection
50101675,FU YING CHINESE,Queens,97-09,QUEENS BOULEVARD,11374,7188975137,2024-08-21T00:00:00.000,Critical,2026-05-07T06:00:13.000,40.729675130983,-73.861092808202,406,29,071701,4050444,4020900001,QN18,"{'type': 'Point', 'coordinates': [-73.861092808202, 40.729675130983]}",40,3,70,28,Chinese,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",27,B,2024-08-21T00:00:00.000,Cycle Inspection / Re-inspection
41511019,PINE BOX ROCK SHOP,Brooklyn,12,GRATTAN STREET,11206,7183666311,2026-04-20T00:00:00.000,Critical,2026-05-07T06:00:13.000,40.705464808569,-73.932784492828,301,34,045300,3071490,3031020012,BK77,"{'type': 'Point', 'coordinates': [-73.932784492828, 40.705464808569]}",36,2,56,30,American,Violations were cited in the following area(s).,06E,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",22,,,Cycle Inspection / Initial Inspection
50041493,THAI MAX,Bronx,200,BAYCHESTER AVENUE,10475,9179811148,2024-12-02T00:00:00.000,Not Critical,2026-05-07T06:00:13.000,40.865905409786,-73.830429747919,210,12,046201,2120098,2051410006,BX13,"{'type': 'Point', 'coordinates': [-73.830429747919, 40.865905409786]}",43,5,28,2,Thai,Violations were cited in the following area(s).,08C,"Pesticide not properly labeled or used by unlicensed individual. Pesticide, other toxic chemical improperly used/stored. Unprotected, unlocked bait station used.",19,,,Cycle Inspection / Initial Inspection
40393832,GLEN PATRICK'S PUB,Queens,53-73,65 PLACE,11378,9296662091,2025-02-18T00:00:00.000,Not Applicable,2026-05-07T06:00:13.000,40.729251976809,-73.900223013324,405,30,051500,4054945,4023810002,QN30,"{'type': 'Point', 'coordinates': [-73.900223013324, 40.729251976809]}",54,3,62,34,American,Establishment re-opened by DOHMH.,,,0,C,2025-02-18T00:00:00.000,Cycle Inspection / Reopening Inspection
